0.00065614,0.82051,0.80496,0
0.00065614,0.81621,0.80877,0
0.00065614,0.81167,0.8126,0
0.00065614,0.80563,0.81761,0
0.00065614,0.7977,0.82353,0
0.00083925,0.78677,0.83082,0
0.0011139,0.77317,0.84018,0
0.001236,0.75735,0.85017,0
0.0010681,0.73921,0.85826,0
0.0010071,0.7187,0.86496,0
0.00099184,0.69856,0.87182,0
0.00088502,0.67572,0.87723,0
0.0010834,0.6529,0.88106,0
0.0015717,0.63059,0.88373,0
0.0016175,0.60816,0.88708,0
0.0018006,0.58441,0.88826,0
0.00054932,0.56098,0.89082,0
0.00073243,0.53889,0.89442,0
0.0039826,0.51159,0.89453,0
0.00070192,0.48136,0.89558,0
0.0026398,0.45202,0.89676,0
0.0038605,0.42231,0.8929,0
0.0032959,0.39509,0.88911,0
0.0078279,0.37043,0.88559,0
0.0078126,0.344,0.8784,0
0.0072175,0.31597,0.87263,0
0.0096437,0.29194,0.86947,0
0.0086976,0.26638,0.86424,0
0.0097505,0.24224,0.86093,0
0.01062,0.21912,0.85818,0
0.0093385,0.19562,0.85371,0
0.012833,0.17575,0.85248,0
0.011261,0.15276,0.84715,0
0.013336,0.13342,0.84349,0
0.015442,0.11559,0.8412,0
0.015976,0.095766,0.83523,0
0.017868,0.07895,0.83131,0
0.01648,0.059983,0.82719,0
0.01799,0.040055,0.819,0
0.018097,0.021836,0.8145,0
0.01622,0.0069276,0.7991,0
0.011933,0.0020752,0.78048,0
0.0079042,0.00096132,0.76953,0
0.011292,0.00094606,0.76754,0
0.018616,0.00097658,0.77182,0
0.027863,0.0010681,0.77633,0
0.056123,0.0011444,0.79171,0
0.076341,0.0011292,0.80592,0
0.10472,0.0011597,0.82025,0
0.11954,0.001236,0.8253,0
0.13387,0.0013123,0.8296,0
0.14943,0.0014038,0.83403,0
0.16324,0.0012512,0.83566,0
0.17699,0.0010529,0.837,0
0.19097,0.00091554,0.83845,0
0.2038,0.00094606,0.83809,0
0.21621,0.00097658,0.83693,0
0.2287,0.0010071,0.83575,0
0.24068,0.0010834,0.83386,0
0.24955,0.0011902,0.82878,0
0.25832,0.001297,0.82397,0
0.26694,0.0014038,0.81923,0
0.27422,0.0014954,0.81343,0
0.27944,0.0015869,0.80595,0
