0,0
1,2
2,4
3,6
4,8
5,10
6,12
7,14
8,16
9,18
10,19
11,22
12,24
13,25
14,28
15,30
16,31
17,33
18,36
19,37
20,39
21,41
22,43
23,45
24,47
25,49
26,51
27,53
28,55
29,57
30,59
31,61
32,63
33,64
34,66
35,68
36,69
37,70
38,72
39,73
40,74
41,75
42,76
43,77
44,78
45,79
46,80
47,81
48,82
49,83
50,83
51,84
52,85
53,85
54,86
55,87
56,87
57,88
58,88
59,89
60,89
61,90
62,91
63,91
64,91
65,92
66,93
67,93
68,94
69,94
70,95
71,95
72,96
73,96
74,97
75,97
76,98
77,98
78,99
79,99
80,100
81,100
82,101
83,101
84,102
85,102
86,103
87,103
88,104
89,104
90,105
91,105
92,106
93,106
94,107
95,107
96,108
97,108
98,109
99,109
100,110
101,110
102,111
103,111
104,112
105,112
106,113
107,113
108,114
109,114
110,115
111,115
112,116
113,116
114,117
115,117
116,118
117,118
118,119
119,120
120,120
121,120
122,120
123,121
124,121
125,121
126,121
127,121
128,122
129,122
130,122
131,122
132,122
133,122
134,123
135,123
136,123
137,123
138,123
139,124
140,124
141,124
142,124
143,124
144,125
145,125
146,125
147,125
148,125
149,126
150,126
151,126
152,126
153,126
154,127
155,127
156,127
157,127
158,127
159,127
160,128
161,128
162,128
163,128
164,128
165,129
166,129
167,129
168,129
169,129
170,130
171,130
172,130
173,130
174,130
175,131
176,131
177,131
178,131
179,131
180,131
181,132
182,132
183,132
184,132
185,132
186,133
187,133
188,133
189,133
190,134
191,134
192,134
193,135
194,135
195,135
196,136
197,136
198,136
199,137
200,137
201,138
202,138
203,139
204,139
205,140
206,140
207,141
208,141
209,142
210,143
211,144
212,145
213,145
214,147
215,148
216,149
217,150
218,151
219,153
220,154
221,156
222,158
223,161
224,163
225,166
226,169
227,173
228,177
229,182
230,188
231,193
232,198
233,203
234,208
235,214
236,219
237,224
238,230
239,235
240,240
241,243
242,245
243,248
244,251
245,253
246,256
247,259
248,261
249,264
250,267
251,270
252,272
253,275
254,278
255,280
256,283
257,285
258,288
259,291
260,293
261,296
262,298
263,302
264,304
265,306
266,308
267,310
268,312
269,313
270,315
271,317
272,318
273,319
274,320
275,322
276,323
277,323
278,325
279,325
280,326
281,327
282,328
283,329
284,329
285,330
286,331
287,331
288,332
289,332
290,333
291,334
292,334
293,335
294,335
295,336
296,336
297,336
298,337
299,337
300,338
301,338
302,338
303,339
304,339
305,339
306,340
307,340
308,341
309,341
310,341
311,342
312,342
313,342
314,343
315,343
316,344
317,344
318,344
319,345
320,345
321,345
322,346
323,346
324,347
325,347
326,347
327,348
328,348
329,348
330,349
331,349
332,350
333,350
334,350
335,351
336,351
337,351
338,352
339,352
340,353
341,353
342,353
343,354
344,354
345,354
346,355
347,355
348,356
349,356
350,356
351,357
352,357
353,357
354,358
355,358
356,359
357,359
358,359
359,0
